"SubscriptionName","ResourceGroup","Name","Type","TagsFaltando","TagsPresentes"
"PlanApp-prd-sub001","pla-we-prd-lideranc-rg001","i5h7nw7xdzeli","microsoft.network/privatednszones/virtualnetworklinks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","lab2050prd-2a701e99ee-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-we-prd-avd-rg001","linktohub","microsoft.network/privatednszones/virtualnetworklinks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planappprd-5687f10476-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planappprd-ae99cfd7c7-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","privatelink.postgres.database.azure.com-dblink","microsoft.network/privatednszones/virtualnetworklinks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","privatelink.redis.cache.windows.net-applink","microsoft.network/privatednszones/virtualnetworklinks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pe-adf-data-001","microsoft.network/privateendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pe-adf-data-002","microsoft.network/privateendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pe-data-sql-001","microsoft.network/privateendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pe-data-stg-001","microsoft.network/privateendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-avd-rg001","pe-stg-avd-001","microsoft.network/privateendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-shared-prd-rg001","pe-stg-avd-001","microsoft.network/privateendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planapp-cpanel-v4-ip","microsoft.network/publicipaddresses","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg004","pla-ne-prd-sites-vnet001-prd-sites-snet001-rt001","microsoft.network/routetables","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-sc-prd-ptsust-rg001","pla-sc-prd-ptsust-vnet001-prd-ptsust-snet001-rt001","microsoft.network/routetables","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-netsec-rg001","pla-we-prd-data-vnet001-rt001","microsoft.network/routetables","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","pla-we-prd-foresigh-vnet001-prd-foresigh-snet001-rt001","microsoft.network/routetables","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-lideranc-rg001","pla-we-prd-lideranc-vnet001-prd-lideranc-snet001-rt001","microsoft.network/routetables","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-netsec-rg001","pla-we-prd-shared-vnet001-rt001","microsoft.network/routetables","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg001","congressodofuturo_vnet","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg004","pla-ne-prd-sites-vnet001","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-sc-prd-ptsust-rg001","pla-sc-prd-ptsust-vnet001","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pla-we-prd-data-vnet001","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","pla-we-prd-foresigh-vnet001","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-lideranc-rg001","pla-we-prd-lideranc-vnet001","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-netsec-rg001","pla-we-prd-shared-vnet001","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","plawenprddatadl001_vNet2003347","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","siail-prd-v3Vnet","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","siail-prd-v3Vnet","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","siail-prd-v4Vnet","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","loganalyticsdefaultresources","DefaultQueryPack","microsoft.operationalinsights/querypacks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","defaultresourcegroup-neu","DefaultWorkspace-4fae9137-e1bc-4ee1-ba0a-00cde430bfb3-NEU","microsoft.operationalinsights/workspaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","azlog5u3e7b567y2fg","microsoft.operationalinsights/workspaces","departamento, ambiente, projeto, centrocusto","subscription, azd-env-name"
"PlanApp-prd-sub001","pla-we-nprd-ml-001","mldev0012969547486","microsoft.operationalinsights/workspaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","preenchimento-parecer-logs","microsoft.operationalinsights/workspaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","workspace-plaweprdforesighrg001qwBI","microsoft.operationalinsights/workspaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-i4ia-rg001","workspaceplawei4iarg00199eb","microsoft.operationalinsights/workspaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-lideranc-rg001","workspaceplaweprdliderancrg001ac27","microsoft.operationalinsights/workspaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","defaultresourcegroup-neu","ChangeTracking(DefaultWorkspace-4fae9137-e1bc-4ee1-ba0a-00cde430bfb3-NEU)","microsoft.operationsmanagement/solutions","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","68282a73-6bb3-4c93-8243-057506664607-dashboard","microsoft.portal/dashboards","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, hidden-title"
"PlanApp-prd-sub001","pla-we-shared-mgmt-rg001","pla-we-prd-shared-rsv001","microsoft.recoveryservices/vaults","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pla-we-prd-data-sql001","microsoft.sql/servers","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","master","microsoft.sql/servers/databases","departamento, ambiente, projeto, centrocusto",""
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pla-we-prd-data-sqldb-stg-002","microsoft.sql/servers/databases","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","pla-we-prd-data-sqldb-stg-002-DEV","microsoft.sql/servers/databases","departamento, ambiente, projeto, centrocusto",""
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","10milhoesp945b34c014","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","clube2050p9483d39114","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-we-prd-data-dbw-rg002","dbstoragendz4xsekakfpy","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","application, databricks-environment, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","envisionpr3a832e40d1","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-we-prd-finopshub-rg001","finopshubcmf5jvnhltgzq","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, cm-resource-parent, application, subscription, ftk-version, ftk-tool"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","foresighstgprd","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","lab2050prd30be006671","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","n8nforesightst001","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planappprd53678aaf27","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planappprd5841f549e7","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg001","planeprddezmfutsa001","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-prd-sub001","pla-we-prd-data-rg001","plawenprddatasa001","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-prd-data-sphere-rg001","plaweprddataspheresa001","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-shared-prd-rg001","plaweprdfssa001","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-we-shared-mgmt-rg001","plaweprdlogssa001","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg004","portalplan1ada35a364","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","subscription, wordpressdeploymentid, appprofile"
"PlanApp-prd-sub001","pla-we-prd-foresigh-rg001","preenchimentoparecer","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-sc-prd-ptsust-rg001","ptsustentafcfca31c83","microsoft.storage/storageaccounts","departamento, ambiente, projeto, centrocusto","subscription, wordpressdeploymentid, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","10milhoes_certificate","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","lab2050_certificate","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","pla-we-hub-netsec-kv001-planapp-gov-wildcard-2025-pass","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","pla-we-hub-netsec-kv001-planapp-gov-wildcard-2025-pass","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg001","pla-we-prd-netsec-kv001-ssl-congressofuturo-prd","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg004","planapp-gov-cert-wildcard-pla-ne-prd-sites-rg004-NorthEuropewebspace-Linux","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planapp.pt_wildcard","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planapp_wildcard_new_cert","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planappgovpt-certificate","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-sc-prd-ptsust-rg001","ptsustentavel-pla-sc-prd-ptsust-rg001-SwedenCentralwebspace-Linux","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-sc-prd-ptsust-rg001","ptsustentavel.gov.pt-ptsustentavel","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto",""
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","siailplanappgovpt-cert","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","www.clube2050.pt-certificate","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","www.envision.pt-certificate","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg004","www.planapp.gov.pt-portal-planapp","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto",""
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","www.planapp.pt-planapp-prd-v2-new-cert","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","www.siail.planapp.gov.pt-siail-prd-v2-cert","microsoft.web/certificates","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg001","ASP-planeprdsitesrg001-93f9","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","ASP-planeprdsitesrg002-80a9","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","ASP-planeprdsitesrg002-8174","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","ASP-planeprdsitesrg002-82ba","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","ASP-planeprdsitesrg002-9366","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","ASP-planeprdsitesrg002-9834","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","ASP-planeprdsitesrg002-b90e","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","ASP-planeprdsitesrg003-8804","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg004","ASP-planeprdsitesrg004-91c4","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","subscription, wordpressdeploymentid, appprofile"
"PlanApp-prd-sub001","pla-sc-prd-ptsust-rg001","ASP-plascprdptsustrg001-8bb1","microsoft.web/serverfarms","departamento, ambiente, projeto, centrocusto","subscription, wordpressdeploymentid, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","10milhoes-prd-v2","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, owner "
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","clube2050-prd-v2","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg001","congressodofuturo-prd-v2","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","envision-prd-v2","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, owner "
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","lab2050-prd-v2","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planapp-prd-v2","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg002","planapp-prd-v3","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg004","portal-planapp","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","subscription, wordpressdeploymentid, appprofile"
"PlanApp-prd-sub001","pla-sc-prd-ptsust-rg001","ptsustentavel","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","subscription, wordpressdeploymentid, appprofile"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","siail-prd-v3","microsoft.web/sites","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-prd-sub001","pla-ne-prd-sites-rg003","siail-prd-v3/sating","microsoft.web/sites/slots","departamento, ambiente, projeto, centrocusto","subscription"
"PlanAPP-AZURE-TEMP","ai2","VM-AI2_key","microsoft.compute/sshpublickeys","departamento, ambiente, projeto, centrocusto",""
"PlanAPP-AZURE-TEMP","networkwatcherrg","NetworkWatcher_northeurope","microsoft.network/networkwatchers","departamento, ambiente, projeto, centrocusto",""
"PlanAPP-AZURE-TEMP","ai2","VM-AI2-ip","microsoft.network/publicipaddresses","departamento, ambiente, projeto, centrocusto",""
"PlanAPP-AZURE-TEMP","ai2","VM-AI2-vnet","microsoft.network/virtualnetworks","departamento, ambiente, projeto, centrocusto",""
"PlanApp-365-backup-001","pla-we-prd-backup365-001","Syntex","microsoft.syntex/documentprocessors","departamento, ambiente, projeto, centrocusto",""
"PlanApp-hub-sub001","pla-we-hub-apigov-rg001","pla-we-hub-apicenter-001","microsoft.apicenter/services","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-addc-01_OsDisk_1_e14f05d3a2d0482bbb33795c223a94e5","microsoft.compute/disks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","vm-hub-mgmt001-OSDisk","microsoft.compute/disks","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-test-001_OsDisk_1_f02d5d8739ca4a01bdbab224d3104f19","microsoft.compute/disks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-ne-nettest-rg001","win-nettest-agw_OsDisk_1_39fea84fac5c47c2958d87b25db6cf67","microsoft.compute/disks","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-addc-01","microsoft.compute/virtualmachines","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","vm-hub-mgmt001","microsoft.compute/virtualmachines","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-test-001","microsoft.compute/virtualmachines","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-ne-nettest-rg001","win-nettest-agw","microsoft.compute/virtualmachines","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","AzureNetworkWatcherExtension","microsoft.compute/virtualmachines/extensions","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-ne-nettest-rg001","enablevmAccess","microsoft.compute/virtualmachines/extensions","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","enablevmAccess","microsoft.compute/virtualmachines/extensions","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","shutdown-computevm-vm-hub-mgmt001","microsoft.devtestlab/schedules","departamento, ambiente, projeto, centrocusto","environment"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","7ab3863f-37fb-4269-943c-44037faa3fbf","microsoft.insights/workbooks","departamento, ambiente, projeto, centrocusto","environment, owner, project, hidden-title, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","9333f1fd-d920-4a80-8a84-acdf90717056","microsoft.insights/workbooks","departamento, ambiente, projeto, centrocusto","environment, owner, project, hidden-title, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","eab62740-f3b0-40ed-9c32-ca2fb30605eb","microsoft.insights/workbooks","departamento, ambiente, projeto, centrocusto","environment, owner, project, hidden-title, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","f41139da-2636-4fdc-8dc5-5d28a4eb1c0a","microsoft.insights/workbooks","departamento, ambiente, projeto, centrocusto","environment, owner, project, hidden-title, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-netsec-kv001","microsoft.keyvault/vaults","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","appgatway-managment-identity","microsoft.managedidentity/userassignedidentities","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pla-ne-pp-shared-agw001","microsoft.network/applicationgateways","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001","microsoft.network/applicationgateways","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-hub-rg002","pla-we-prd-shared-agw001","microsoft.network/applicationgateways","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001-polic001-global","microsoft.network/applicationgatewaywebapplicationfirewallpolicies","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-nprd-shared-agw002-polic001-global","microsoft.network/applicationgatewaywebapplicationfirewallpolicies","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-hub-rg002","pla-we-prd-shared-agw001-polic001-global","microsoft.network/applicationgatewaywebapplicationfirewallpolicies","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-shared-hub-afw001","microsoft.network/azurefirewalls","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","pla-we-hub-shared-bas001","microsoft.network/bastionhosts","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-pla-pt-prd-ff-lgw001-cn001","microsoft.network/connections","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","pla-we-shared-dpr-001","microsoft.network/dnsresolvers","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","dnsresolver001","microsoft.network/dnsresolvers/inboundendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","dnsresolver002","microsoft.network/dnsresolvers/outboundendpoints","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","10milhoes.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","clube2050.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","comunicacao.planapp.gov.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","congressodofuturo.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","envision.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","lab2050.planapp.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","lab2050.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","planapp.gov.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","planapp.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","environment, owner, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","ptsustentavel.gov.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","siail.planapp.gov.pt","microsoft.network/dnszones","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-shared-hub-afw001-polic001","microsoft.network/firewallpolicies","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-pt-prd-ff-lgw001","microsoft.network/localnetworkgateways","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pte-stg-001.nic.ad7b11a0-8590-4429-b2c9-8bce7fd7829b","microsoft.network/networkinterfaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-addc-01693_z1","microsoft.network/networkinterfaces","departamento, ambiente, projeto, centrocusto","subscription"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","vm-hub-mgmt001-nic001","microsoft.network/networkinterfaces","departamento, ambiente, projeto, centrocusto","environment, owner, project, subscription, scope"
