"SubscriptionName","ResourceGroup","Name","Type","PrefixEsperado","Problema"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","pla-we-hub-shared-bas001","microsoft.network/bastionhosts","bas","Nome não segue padrão v2.0: esperado 'bas-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-pla-pt-prd-ff-lgw001-cn001","microsoft.network/connections","con","Nome não segue padrão v2.0: esperado 'con-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-shared-hub-afw001-polic001","microsoft.network/firewallpolicies","afwp","Nome não segue padrão v2.0: esperado 'afwp-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-pt-prd-ff-lgw001","microsoft.network/localnetworkgateways","lgw","Nome não segue padrão v2.0: esperado 'lgw-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pte-stg-001.nic.ad7b11a0-8590-4429-b2c9-8bce7fd7829b","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-addc-01693_z1","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","vm-hub-mgmt001-nic001","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-test-001283_z1","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-nettest-rg001","win-nettest-agwNIC","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","hub-workload-nsg","microsoft.network/networksecuritygroups","nsg","Nome não segue padrão v2.0: esperado 'nsg-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-test-001-nsg","microsoft.network/networksecuritygroups","nsg","Nome não segue padrão v2.0: esperado 'nsg-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","planapp.gov.pt","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","planapp.pt","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","privatelink.adf.azure.com","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","privatelink.azurewebsites.net","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","privatelink.azurewebsites.net","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","privatelink.blob.core.windows.net","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","privatelink.database.windows.net","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","privatelink.datafactory.azure.net","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pte-stg-001","microsoft.network/privateendpoints","pep","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001-pip","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001-pip001","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-ExRgw001-ip","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","pla-we-hub-shared-bas001-pip001","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-vgw001-pip001","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-nprd-shared-agw002-pip001","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg002","pla-we-prd-shared-agw001-pip001","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","pla-we-shared-hub-addc-public-ip-rg001","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-shared-hub-afw001-pip001","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg001","vm-hub-test-001-ip","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-nettest-rg001","win-nettest-agwPIP","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pla-ne-hub-shared-vnet002-appgw-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-GatewaySubnet-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-vgw001","microsoft.network/virtualnetworkgateways","vgw","Nome não segue padrão v2.0: esperado 'vgw-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-ne-hub-netsec-rg002","pla-ne-hub-shared-vnet002","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-hub-rg002","pla-we-hub-shared-vnet002","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","pla-we-hub-netsec-law001","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-hub-sub001","pla-we-shared-mgmt-rg001","plawehublogssa001","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","aca-chatui-planappdeepresearch-p","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","aca-mcp-planappdeepresearch-p","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","aca-openwebui-p","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","aca-rag-planappdeepresearch-p","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","aca-res-planappdeepresearch-p","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","aca-res-prod","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","adse-survey-runtime-web2","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","adse-survey-runtime-worker2","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-naelabs-rg001","ai2-validator","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-naelabs-rg001","obstaculos-validator","microsoft.app/containerapps","ca","Nome não segue padrão v2.0: esperado 'ca-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","aca-env-planappdeepresearch-p","microsoft.app/managedenvironments","cae","Nome não segue padrão v2.0: esperado 'cae-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-naelabs-rg001","obstaculos-env","microsoft.app/managedenvironments","cae","Nome não segue padrão v2.0: esperado 'cae-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","pla-we-dev-adse-cae002","microsoft.app/managedenvironments","cae","Nome não segue padrão v2.0: esperado 'cae-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","nprd-inalab-reg001","microsoft.cache/redis","redis","Nome não segue padrão v2.0: esperado 'redis-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","pla-we-dev-adse-redis001","microsoft.cache/redis","redis","Nome não segue padrão v2.0: esperado 'redis-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","DocIntel-001","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","deepr-lab-v001-resource","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","dev-ai-nprd-002","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","dev-ai-nrpd-001","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-agents-rg001","dev-ai-nrpd-ag001","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","henri-m8e841o1-swedencentral","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","henri-mi00egnr-norwayeast","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","hugomoreira-9276-resource","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gsees-rg001","pla-sc-nprd-gsees-aoai001","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","tiago-mmjaibi7-swedencentral","microsoft.cognitiveservices/accounts","cog","Nome não segue padrão v2.0: esperado 'cog-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","datadisk-vm-nprd-GesDoc001","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","pla-we-nrpd-prisma-vm001_OsDisk_1_5d2efebca7b54e65b8354f4ef839c1f7","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","vm-np-GesDoc002_DataDisk_0","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","vm-np-GesDoc002_OsDisk_1_82c6925ebff94a5b9a5be5e04a7a9960","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","vm-nprd-GesDoc001_OsDisk_1_e8e42e01d85c42cab55793e2b84ab60c","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-shared-mgmt-rg001","vm-nprd-mgmt001-OSDisk","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-poc-ai2-rg001","vm-poc-ai2001-OSDisk","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-poc-ai2-rg001","vm-poc-ai2001-OSDisk-Temp","microsoft.compute/disks","disk","Nome não segue padrão v2.0: esperado 'disk-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-poc-ai2-rg001","VM-AI2-OSDisk-snap001-20230619T183323","microsoft.compute/snapshots","snap","Nome não segue padrão v2.0: esperado 'snap-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-poc-ai2-rg001","VM-AI2-OSDisk-snap001-20230620T010352","microsoft.compute/snapshots","snap","Nome não segue padrão v2.0: esperado 'snap-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","pla-we-nrpd-prisma-vm001","microsoft.compute/virtualmachines","vm","Nome não segue padrão v2.0: esperado 'vm-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-naelabs-rg001","acrnaeobstaculos","microsoft.containerregistry/registries","cr","Nome não segue padrão v2.0: esperado 'cr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","acrplanappdeepresearchp","microsoft.containerregistry/registries","cr","Nome não segue padrão v2.0: esperado 'cr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-itn-ml-rg001","aeb7292304d849d59f0e0b3109495af9","microsoft.containerregistry/registries","cr","Nome não segue padrão v2.0: esperado 'cr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","c453fefb26bb4dd79d58f02bcbb7ba22","microsoft.containerregistry/registries","cr","Nome não segue padrão v2.0: esperado 'cr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","crlabs","microsoft.containerregistry/registries","cr","Nome não segue padrão v2.0: esperado 'cr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","plaweadsecrdev001","microsoft.containerregistry/registries","cr","Nome não segue padrão v2.0: esperado 'cr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","insights-gesdoc-001","microsoft.insights/components","appi","Nome não segue padrão v2.0: esperado 'appi-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","pla-we-dev-adse-appi001","microsoft.insights/components","appi","Nome não segue padrão v2.0: esperado 'appi-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-nltr-rg001","pla-we-nprd-nltr-appi001","microsoft.insights/components","appi","Nome não segue padrão v2.0: esperado 'appi-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-itn-ml-rg001","plaitnaml0013638706752","microsoft.insights/components","appi","Nome não segue padrão v2.0: esperado 'appi-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","plawenprinsightsaf1aa104","microsoft.insights/components","appi","Nome não segue padrão v2.0: esperado 'appi-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","kvplanappdeepresearchp","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","pla-we-dev-adse-kv001","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","pla-we-nprd-gps-identity","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-netsec-rg001","pla-we-nprd-netsec-kv001","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-nltr-rg001","pla-we-nprd-nltr-kv001","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","pla-we-prd-prisma-kv001","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-itn-ml-rg001","plaitnaml0018275899334","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","plawenprkeyvault9d67d7b8","microsoft.keyvault/vaults","kv","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","labs","microsoft.machinelearningservices/workspaces","mlw","Nome não segue padrão v2.0: esperado 'mlw-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-itn-ml-rg001","pla-itn-aml001","microsoft.machinelearningservices/workspaces","mlw","Nome não segue padrão v2.0: esperado 'mlw-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","gpt-npr-0001","pla-swc-hub-001","microsoft.machinelearningservices/workspaces","mlw","Nome não segue padrão v2.0: esperado 'mlw-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","pla-we-nprd-inalab-mlw001","microsoft.machinelearningservices/workspaces","mlw","Nome não segue padrão v2.0: esperado 'mlw-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","pla-we-nrpd-prisma-vm001178_z1","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","vm-np-gesdoc002463","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","vm-nprd-gesdoc001993","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-shared-mgmt-rg001","vm-nprd-mgmt001-nic001","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-poc-ai2-rg001","vm-poc-ai2001-nic","microsoft.network/networkinterfaces","nic","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-netsec-rg001","pla-we-nprd-shared-vnet001-nprd-mngt-snet001-nsg001","microsoft.network/networksecuritygroups","nsg","Nome não segue padrão v2.0: esperado 'nsg-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","pla-we-nrpd-prisma-vm001-nsg","microsoft.network/networksecuritygroups","nsg","Nome não segue padrão v2.0: esperado 'nsg-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-gesdoc-rg001","vm-nprd-gesdoc001993-nsg","microsoft.network/networksecuritygroups","nsg","Nome não segue padrão v2.0: esperado 'nsg-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-npr-ai-datascience-lab-001","privatelink.database.windows.net","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-sites-rg001","privatelink.postgres.database.azure.com","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-sites-rg001","privatelink.redis.cache.windows.net","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-sc-nprd-staging-rg001","stagingpor-fc84df7a80-privatelink.mysql.database.azure.com","microsoft.network/privatednszones","dnspr","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-npr-ai-datascience-lab-001","ai-datascience-lab-ip","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","pla-we-nrpd-prisma-vm001-ip","microsoft.network/publicipaddresses","pip","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-sc-nprd-staging-rg001","pla-sc-nprd-staging-vnet001-nprd-staging-snet001-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","pla-we-nprd-inalab-vnet001-nprd-inalab-snet001-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-naelabs-rg001","pla-we-nprd-naelabs-vnet001-nprd-naelabs-snet001-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-netsec-rg001","pla-we-nprd-shared-vnet001-poc-ai2-snet001-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-netsec-rg001","pla-we-nprd-shared-vnet001-rt001","microsoft.network/routetables","rt","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-sc-nprd-staging-rg001","pla-sc-nprd-staging-vnet001","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-npr-ai-datascience-lab-001","pla-we-nprd-datascience-vnet001","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","pla-we-nprd-inalab-vnet001","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-naelabs-rg001","pla-we-nprd-naelabs-vnet001","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-netsec-rg001","pla-we-nprd-shared-vnet001","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-sites-rg001","siail-pp-v2Vnet","microsoft.network/virtualnetworks","vnet","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'"
