"SubscriptionName","ResourceGroup","Name","Type","PrefixEsperado","Problema"
"PlanApp-nprd-sub001","defaultresourcegroup-weu","DefaultWorkspace-e00af217-2e9b-4bcc-a0f3-1f2225db4031-WEU","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","log-planappdeepresearch-p","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","ai_pla-we-dev-adse-appi001_7cd251b0-287e-429e-aa69-0b95f89b58a3_managed","managed-pla-we-dev-adse-appi001-ws","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","ai_pla-we-nprd-nltr-appi001_e2ff2377-8a27-4330-b9ac-f9cb6ebedf18_managed","managed-pla-we-nprd-nltr-appi001-ws","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","pla-we-dev-adse-law001","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-itn-ml-rg001","plaitnaml0013391361486","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","plawenprlogalyti53bcd8c2","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-naelabs-rg001","workspace-plawenprdnaelabsrg001zcf8","microsoft.operationalinsights/workspaces","law","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-agents-rg001","agentrhcompetencias","microsoft.search/searchservices","srch","Nome não segue padrão v2.0: esperado 'srch-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-itn-ml-rg001","plaitnaml0012360377538","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","gpt-npr-0001","plaswchub0014002712528","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-dev-adse-rg001","plawedevadsesa001","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-shared-mgmt-rg001","plawenprdlogssa001","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-nprd-nltr-rg001","plawenprdnltrsa001","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","plawenprstorage8e200ed02","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-poc-ai2-rg001","plawepocai2sa001","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-nprd-prisma-rg001","prismasa001","microsoft.storage/storageaccounts","sa","Storage Account deve começar por 'st' sem hífens (máx 24 chars)"
"PlanApp-nprd-sub001","pla-we-nprd-nltr-rg001","WestEuropeLinuxDynamicPlan","microsoft.web/serverfarms","asp","Nome não segue padrão v2.0: esperado 'asp-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-sites-rg001","chatPLANAPP","microsoft.web/sites","app","Nome não segue padrão v2.0: esperado 'app-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-nltr-rg001","pla-we-nprd-nltr-func001","microsoft.web/sites","app","Nome não segue padrão v2.0: esperado 'app-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","rg-servicedesk-dashboard","servicedesk-dashboard-planapp","microsoft.web/sites","app","Nome não segue padrão v2.0: esperado 'app-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-sites-rg001","siail-pp-v2","microsoft.web/sites","app","Nome não segue padrão v2.0: esperado 'app-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-sc-nprd-staging-rg001","staging-portal","microsoft.web/sites","app","Nome não segue padrão v2.0: esperado 'app-[workload]-[ambiente]-[regiao]-NNN'"
"PlanApp-nprd-sub001","pla-we-nprd-inalab-rg001","vatdash","microsoft.web/sites","app","Nome não segue padrão v2.0: esperado 'app-[workload]-[ambiente]-[regiao]-NNN'"
